customer_id,age,Age_groups,gender,city,annual_income,spend_score,total_orders,avg_order_value,last_purchase_days_ago,loyalty_status,preferred_channel,Profile_richness,spend score blanks%
CUST101688,68,,Female,Kolkata,925000,95,19,4800,167,Silver,Mobile App,Higher,
CUST101689,47,,,Pune,400000,34,68,1200,165,,Online,Lower,
CUST101690,55,,Male,Delhi,275000,64,56,600,319,,In-store,Higher,
CUST101691,51,,Male,Delhi,1000000,29,67,6900,189,Gold,Website,Higher,
CUST101692,29,,Female,Kolkata,950000,3,42,2700,92,,Website,Higher,
CUST101693,36,,Female,Mumbai,575000,9,12,8900,294,,Website,Higher,
CUST101694,54,,Female,Delhi,1050000,75,18,9300,289,Bronze,,Higher,
CUST101695,61,,Male,Ahmedabad,450000,75,23,8000,75,,,Higher,
CUST101696,66,,Male,Pune,1975000,25,6,6300,45,Platinum,Mobile App,Higher,
CUST101697,34,,Female,Delhi,1725000,86,53,4000,53,Gold,Website,Higher,
CUST101698,27,,,Kolkata,150000,42,42,3400,175,Silver,,Lower,
CUST101699,NA,,Unknown,Chennai,1700000,46,66,2500,161,,,Lower,
CUST101700,66,,Male,Delhi,975000,73,30,11300,67,Silver,,Higher,
CUST101701,64,,Unknown,Pune,375000,84,9,10600,361,Bronze,,Lower,
CUST101702,29,,Male,,300000,59,42,3900,270,Gold,Website,Higher,
CUST101703,33,,Female,,1525000,21,34,500,124,,In-store,Higher,
CUST101704,41,,Male,Ahmedabad,1050000,74,40,10100,182,Silver,Website,Higher,
CUST101705,36,,,Bengaluru,850000,22,17,1500,182,,,Lower,
CUST101706,25,,Male,Bengaluru,425000,29,29,3600,36,,Website,Higher,
CUST101707,48,,Unknown,Delhi,550000,63,50,9000,212,Bronze,Online,Lower,
CUST101708,38,,Male,Hyderabad,1325000,73,76,6700,134,,,Higher,
CUST101709,34,,Female,Chennai,775000,61,49,7800,353,Silver,Mobile App,Higher,
CUST101710,40,,,Kolkata,425000,64,73,1000,178,Silver,Website,Lower,
CUST101711,54,,Unknown,Chennai,650000,69,61,8500,166,Gold,,Lower,
CUST101712,,,,,1175000,40,46,1100,337,Gold,In-store,Lower,
CUST101713,33,,Male,Delhi,1650000,75,46,3000,329,Silver,Website,Higher,
CUST101714,23,,Male,Pune,1575000,1,17,8000,327,,In-store,Higher,
CUST101715,25,,,Kolkata,1475000,65,66,9300,46,Gold,Online,Lower,
CUST101716,42,,Female,Chennai,975000,62,5,2000,156,Silver,Mobile App,Higher,
CUST101717,35,,Male,Pune,300000,54,54,4400,236,,,Higher,
CUST101718,42,,Male,Kolkata,1000000,60,16,4300,316,Platinum,,Higher,
CUST101719,29,,,Chennai,500000,46,,7200,60,,,Lower,
CUST101720,32,,Unknown,Ahmedabad,1750000,5,7,3500,5,Platinum,Mobile App,Lower,
CUST101721,43,,Male,,750000,22,8,10300,181,Platinum,Online,Higher,
CUST101722,58,,Female,Mumbai,1600000,90,72,10800,145,,Online,Higher,
CUST101723,62,,,Kolkata,275000,53,38,9100,315,Silver,Website,Lower,
CUST101724,43,,,,1425000,70,54,7900,265,Silver,Online,Lower,
CUST101725,64,,,,650000,32,76,5600,223,Gold,Website,Lower,
CUST101726,49,,Female,Hyderabad,1900000,11,15,8900,301,Bronze,In-store,Higher,
CUST101727,27,,Male,Delhi,925000,10,50,3800,336,Silver,Mobile App,Higher,
CUST101728,33,,Unknown,,1450000,39,56,9900,237,,In-store,Lower,
CUST101729,24,,Female,Pune,1600000,98,9,8700,13,Bronze,In-store,Higher,
CUST101730,34,,,Kolkata,1850000,31,8,10000,339,,In-store,Lower,
CUST101731,40,,,Delhi,1675000,12,19,5800,268,,In-store,Lower,
CUST101732,43,,,Delhi,225000,80,51,10200,266,,,Lower,
CUST101733,38,,,,575000,38,72,1900,16,Bronze,Online,Lower,
CUST101734,39,,,,1525000,67,57,1200,92,Platinum,Mobile App,Lower,
CUST101735,24,,,Mumbai,725000,66,68,8900,248,,Mobile App,Lower,
CUST101736,31,,Male,Chennai,1775000,52,31,4600,19,,,Higher,
CUST101737,32,,,Kolkata,450000,5,3,400,360,Gold,In-store,Lower,
CUST101738,,,Unknown,,1675000,11,43,10100,103,Silver,Mobile App,Lower,
CUST101739,24,,Female,Bengaluru,1475000,25,29,1600,95,,Website,Higher,
CUST101740,26,,Unknown,Kolkata,500000,35,10,11300,283,Silver,Mobile App,Lower,
CUST101741,68,,Female,Kolkata,1850000,35,12,11100,213,Silver,In-store,Higher,
CUST101742,65,,,Kolkata,200000,22,46,4300,37,Bronze,Mobile App,Lower,
CUST101743,25,,Female,Delhi,1050000,37,30,400,61,Gold,Online,Higher,
CUST101744,67,,Male,Pune,1050000,86,32,2100,291,Gold,In-store,Higher,
CUST101745,40,,Male,Delhi,200000,55,73,8200,362,,,Higher,
CUST101746,46,,Female,Pune,1700000,75,47,10900,303,Gold,Online,Higher,
CUST101747,35,,,,1000000,96,63,11000,244,Gold,Mobile App,Lower,
CUST101748,48,,Unknown,Bengaluru,1425000,99,26,9100,311,Gold,,Lower,
CUST101749,47,,Female,Delhi,825000,95,3,300,344,,,Higher,
CUST101750,69,,Male,Pune,575000,72,23,400,351,Platinum,Online,Higher,
CUST101751,56,,Female,Delhi,1025000,64,75,11400,6,Gold,,Higher,
CUST101752,52,,,Hyderabad,950000,20,74,2900,306,Gold,Website,Lower,
CUST101753,35,,Female,Delhi,1725000,98,50,400,165,Bronze,Online,Higher,
CUST101754,59,,Unknown,Bengaluru,775000,4,36,9600,13,Bronze,,Lower,
CUST101755,56,,Female,Bengaluru,1325000,18,13,5300,25,Gold,,Higher,
CUST101756,34,,,Pune,1125000,51,29,1200,224,Platinum,Website,Lower,
CUST101757,31,,Male,Pune,550000,68,38,2100,123,Gold,,Higher,
CUST101758,48,,Unknown,,1125000,20,77,10800,129,Gold,Mobile App,Lower,
CUST101759,41,,Female,Bengaluru,300000,9,5,8200,305,Gold,In-store,Higher,
CUST101760,52,,Female,Bengaluru,1550000,80,20,1500,122,,,Higher,
CUST101761,61,,Female,Mumbai,325000,26,78,5000,35,Platinum,Mobile App,Higher,
CUST101762,62,,Male,Kolkata,1525000,,14,11600,83,Silver,In-store,Higher,
CUST101763,51,,Male,Ahmedabad,900000,25,8,5800,309,Gold,In-store,Higher,
CUST101764,20,,Male,Delhi,1600000,68,48,7400,182,Silver,,Higher,
CUST101765,54,,Male,Chennai,1575000,41,13,5800,76,Platinum,Website,Higher,
CUST101766,60,,Female,,425000,59,24,5200,104,Gold,Website,Higher,
CUST101767,57,,,Kolkata,1325000,45,79,9700,232,Silver,Online,Lower,
CUST101768,43,,Male,Ahmedabad,900000,41,65,4700,303,,Mobile App,Higher,
CUST101769,NA,,Male,Mumbai,1700000,38,34,9100,43,Silver,,Higher,
CUST101770,40,,Female,Chennai,1975000,19,51,6100,93,Platinum,,Higher,
CUST101771,61,,Female,Pune,1100000,14,3,4100,144,Gold,Mobile App,Higher,
CUST101772,56,,Male,Bengaluru,,21,78,2300,254,,,Higher,
CUST101773,32,,Male,Hyderabad,625000,15,58,5700,78,Platinum,,Higher,
CUST101774,66,,Female,,1325000,3,72,5900,263,,,Higher,
CUST101775,21,,Female,,1900000,37,55,11600,70,Gold,Online,Higher,
CUST101776,46,,Female,Bengaluru,1475000,46,,10400,149,Silver,Online,Higher,
CUST101777,39,,,Hyderabad,,16,42,4300,292,,,Lower,
CUST101778,42,,,Ahmedabad,1900000,14,21,9500,214,,Online,Lower,
CUST101779,30,,Female,Pune,850000,9,10,7200,360,Platinum,,Higher,
CUST101780,35,,Male,Chennai,1975000,7,57,8400,310,Platinum,Online,Higher,
CUST101781,50,,,Ahmedabad,1950000,14,25,5100,147,Platinum,Website,Lower,
CUST101782,33,,,Bengaluru,1325000,6,56,4600,25,Bronze,,Lower,
CUST101783,62,,Male,Bengaluru,1975000,85,38,3700,323,,Website,Higher,
CUST101784,59,,Unknown,Chennai,1525000,15,61,9300,109,,Website,Lower,
CUST101785,61,,,,550000,52,47,700,181,Gold,,Lower,
CUST101786,19,,,Hyderabad,350000,72,54,7300,251,Bronze,Mobile App,Lower,
CUST101787,NA,,Female,Ahmedabad,975000,34,46,7600,203,Platinum,In-store,Higher,
CUST101788,52,,Male,Pune,1250000,1,68,7600,304,Platinum,Online,Higher,
CUST101789,59,,Male,Bengaluru,350000,96,4,5300,170,,,Higher,
CUST101790,51,,,Ahmedabad,300000,69,66,5900,175,Bronze,Online,Lower,
CUST101791,47,,Female,,525000,94,43,6000,347,Silver,,Higher,
CUST101792,NA,,Female,Ahmedabad,600000,86,62,9400,170,,Mobile App,Higher,
CUST101793,30,,Male,Chennai,275000,20,4,3800,2,Gold,In-store,Higher,
CUST101794,30,,Female,Pune,400000,80,65,1200,134,Silver,Mobile App,Higher,
CUST101795,35,,Male,Mumbai,,7,62,5200,127,Silver,In-store,Higher,
CUST101796,49,,,Chennai,1650000,7,2,10100,46,Gold,,Lower,
CUST101797,49,,Female,Ahmedabad,1175000,50,9,11900,194,Platinum,,Higher,
CUST101798,52,,,Mumbai,450000,2,57,10100,362,,,Lower,
CUST101799,56,,Unknown,Bengaluru,425000,47,45,3900,209,,Website,Lower,
CUST101800,63,,Female,Mumbai,1975000,14,18,11400,296,Platinum,Website,Higher,
CUST101801,69,,,,625000,31,48,2200,58,Platinum,,Lower,
CUST101802,46,,Male,Delhi,1375000,50,42,1500,78,Bronze,,Higher,
CUST101803,66,,,,1025000,61,41,7700,202,Silver,,Lower,
CUST101804,46,,,Chennai,1850000,41,75,11100,289,Silver,Website,Lower,
CUST101805,,,Male,Delhi,1050000,14,58,2100,62,,,Higher,
CUST101806,61,,Female,Chennai,425000,5,42,9400,268,Silver,,Higher,
CUST101807,33,,Male,,1125000,75,35,10400,126,,Mobile App,Higher,
CUST101808,61,,Male,Pune,1475000,5,38,5800,49,,Online,Higher,
CUST101809,64,,,Kolkata,175000,64,67,4700,88,,,Lower,
CUST101810,27,,Male,Bengaluru,1375000,29,41,6200,334,Gold,,Higher,
CUST101811,47,,Male,Bengaluru,1150000,75,50,7000,261,,,Higher,
CUST101812,42,,Female,,1250000,5,72,5900,179,,,Higher,
CUST101813,56,,Male,Ahmedabad,350000,96,79,5600,69,Bronze,Website,Higher,
CUST101814,37,,Female,Hyderabad,1675000,36,45,3900,60,Bronze,,Higher,
CUST101815,22,,Female,Chennai,1300000,79,71,8500,302,Platinum,Website,Higher,
CUST101816,18,,Unknown,Kolkata,250000,19,19,3900,249,Platinum,,Lower,
CUST101817,47,,Female,Kolkata,,64,17,11900,169,,Website,Higher,
CUST101818,66,,Male,,150000,22,65,1600,269,Platinum,Website,Higher,
CUST101819,20,,Male,,1225000,34,77,9700,364,Platinum,Mobile App,Higher,
CUST101820,62,,Female,Hyderabad,675000,56,56,9400,112,Bronze,,Higher,
CUST101821,31,,Male,Ahmedabad,1075000,17,41,10200,100,Platinum,Mobile App,Higher,
CUST101822,47,,Female,,600000,76,42,4600,215,Bronze,Website,Higher,
CUST101823,67,,Unknown,Mumbai,900000,89,6,10400,113,,Mobile App,Lower,
CUST101824,21,,,,1800000,56,69,8500,97,,,Lower,
CUST101825,35,,Male,Ahmedabad,1175000,17,75,4400,307,,,Higher,
CUST101826,54,,,Pune,775000,74,73,300,118,Gold,Website,Lower,
CUST101827,42,,Male,Bengaluru,450000,92,40,2500,36,Platinum,,Higher,
CUST101828,65,,Unknown,Bengaluru,1575000,82,41,,337,,Mobile App,Lower,
CUST101829,18,,Male,Ahmedabad,575000,18,9,6600,359,,In-store,Higher,
CUST101830,,,,Hyderabad,1800000,45,8,3000,290,,,Lower,
CUST101831,63,,Female,,200000,96,44,11400,304,Silver,Mobile App,Higher,
CUST101832,32,,Female,Kolkata,1500000,78,58,600,360,Silver,Mobile App,Higher,
CUST101833,26,,,Hyderabad,1575000,56,67,4300,347,,Mobile App,Lower,
CUST101834,32,,Male,Ahmedabad,1700000,80,13,6200,124,Bronze,,Higher,
CUST101835,66,,Unknown,,1425000,50,19,2000,40,Gold,In-store,Lower,
CUST101836,41,,Female,,725000,58,49,6500,141,,Website,Higher,
CUST101837,21,,Male,Chennai,1925000,18,,6300,26,Silver,Website,Higher,
CUST101838,29,,Male,Delhi,350000,80,78,5100,142,Gold,,Higher,
CUST101839,54,,Unknown,Bengaluru,1050000,81,30,4900,352,,,Lower,
CUST101840,54,,Female,Ahmedabad,1450000,7,66,11700,336,,Online,Higher,
CUST101841,60,,,Kolkata,725000,76,77,4100,57,Bronze,,Lower,
CUST101842,23,,Male,Delhi,650000,98,59,9100,150,Gold,In-store,Higher,
CUST101843,56,,Male,Pune,1125000,10,53,8400,205,Silver,Mobile App,Higher,
CUST101844,63,,Female,,1675000,69,52,800,76,,,Higher,
CUST101845,41,,Male,Chennai,1875000,85,,8500,285,,Mobile App,Higher,
CUST101846,28,,Male,,1850000,3,31,5500,210,Platinum,,Higher,
CUST101847,30,,Female,Delhi,475000,83,15,7800,258,,Website,Higher,
CUST101848,51,,Female,Delhi,1175000,44,20,2700,259,Silver,,Higher,
CUST101849,42,,Male,,1375000,99,5,10100,184,,,Higher,
CUST101850,24,,Unknown,Kolkata,1650000,70,7,6700,328,Silver,In-store,Lower,
CUST101851,69,,,Kolkata,225000,14,18,700,11,Platinum,Website,Lower,
CUST101852,21,,Female,Mumbai,1925000,4,56,6700,160,,,Higher,
CUST101853,25,,,Pune,,18,75,1000,260,Gold,In-store,Lower,
CUST101854,37,,,Kolkata,550000,93,45,4100,88,Gold,,Lower,
CUST101855,46,,Male,Pune,1550000,99,28,11300,184,,Mobile App,Higher,
CUST101856,,,Female,Pune,1325000,52,50,4500,16,Gold,Online,Higher,
CUST101857,,,Female,Delhi,1225000,38,2,8400,244,,In-store,Higher,
CUST101858,68,,Male,Pune,1250000,80,68,11200,86,,Mobile App,Higher,
CUST101859,62,,,Chennai,950000,20,77,7500,199,,In-store,Lower,
CUST101860,63,,Female,,900000,88,24,700,10,Silver,In-store,Higher,
CUST101861,27,,Male,Mumbai,1300000,99,48,,164,Bronze,In-store,Higher,
CUST101862,60,,Female,Ahmedabad,275000,44,45,600,24,Silver,,Higher,
CUST101863,51,,Male,Hyderabad,1925000,51,58,11000,64,Gold,Website,Higher,
CUST101864,43,,Unknown,Mumbai,1900000,19,36,9500,312,Bronze,In-store,Lower,
CUST101865,58,,,Chennai,975000,68,2,300,238,,,Lower,
CUST101866,66,,Male,Mumbai,1450000,97,18,9600,345,Gold,Online,Higher,
CUST101867,20,,Female,Pune,475000,66,49,5800,238,Platinum,Website,Higher,
CUST101868,23,,,Delhi,525000,13,8,4700,22,Gold,,Lower,
CUST101869,22,,,Hyderabad,1200000,62,58,6700,180,Bronze,Online,Lower,
CUST101870,22,,Female,Kolkata,1950000,61,15,500,306,Bronze,Website,Higher,
CUST101871,,,Unknown,Delhi,1975000,30,17,2400,47,,,Lower,
CUST101872,64,,Male,Pune,425000,98,23,7400,279,,Online,Higher,
CUST101873,40,,Male,Pune,1875000,30,66,5800,224,Platinum,,Higher,
CUST101874,66,,Male,Hyderabad,600000,51,70,2000,218,,Online,Higher,
CUST101875,26,,Female,Hyderabad,1150000,88,27,2700,237,Platinum,In-store,Higher,
CUST101876,52,,Male,Bengaluru,1450000,48,37,5000,204,Platinum,In-store,Higher,
CUST101877,37,,Female,,850000,33,49,11800,339,,Website,Higher,
CUST101878,66,,Male,,1875000,74,64,8600,19,Gold,Online,Higher,
CUST101879,59,,Male,Delhi,1600000,82,34,3300,180,Silver,In-store,Higher,
CUST101880,52,,Male,Kolkata,1725000,19,18,3200,162,Platinum,Website,Higher,
CUST101881,67,,Male,Mumbai,725000,71,64,8200,285,Bronze,Mobile App,Higher,
CUST101882,35,,Female,Pune,525000,57,74,6800,61,,In-store,Higher,
CUST101883,34,,Female,Pune,1425000,19,44,8300,85,,In-store,Higher,
CUST101884,41,,Female,Bengaluru,275000,88,17,1200,35,Gold,,Higher,
CUST101885,20,,Unknown,Delhi,1050000,79,59,7300,5,Platinum,,Lower,
CUST101886,49,,,Delhi,225000,41,13,6100,76,,Mobile App,Lower,
CUST101887,52,,Male,,1075000,42,52,10800,253,Gold,Online,Higher,
CUST101888,55,,Unknown,Hyderabad,1150000,87,60,5300,7,,Website,Lower,
CUST101889,30,,,Kolkata,475000,52,42,11800,169,,Mobile App,Lower,
CUST101890,64,,,Hyderabad,1900000,4,64,1100,130,Bronze,Online,Lower,
CUST101891,42,,Female,Kolkata,1400000,,66,5600,138,Platinum,In-store,Higher,
CUST101892,26,,,Chennai,1750000,4,34,6400,358,Platinum,,Lower,
CUST101893,21,,,Ahmedabad,1425000,5,71,8300,300,,Website,Lower,
CUST101894,31,,Male,,875000,41,64,1100,326,Gold,Website,Higher,
CUST101895,54,,Male,,1550000,87,33,1100,91,,Mobile App,Higher,
CUST101896,51,,,Kolkata,875000,,12,10300,163,Silver,,Lower,
CUST101897,28,,Unknown,,1175000,61,76,2600,318,Platinum,Online,Lower,
CUST101898,58,,Male,Hyderabad,400000,75,19,4100,253,Bronze,,Higher,
CUST101899,20,,Female,Pune,800000,55,9,7700,201,Platinum,,Higher,
CUST101900,45,,Male,Hyderabad,725000,75,74,1000,20,Platinum,Mobile App,Higher,
CUST101901,46,,Unknown,Kolkata,1100000,13,17,2700,229,Silver,,Lower,
CUST101902,26,,Female,Delhi,1925000,14,50,11200,163,Silver,,Higher,
CUST101903,20,,Male,Hyderabad,575000,60,39,6800,165,,,Higher,
CUST101904,42,,,,unknown,72,41,1200,232,Platinum,Website,Lower,
CUST101905,51,,Female,Bengaluru,1250000,25,10,11900,328,Platinum,Online,Higher,
CUST101906,29,,Male,,425000,82,12,2600,238,Gold,Online,Higher,
CUST101907,59,,Male,Pune,1350000,44,79,11400,120,Gold,Mobile App,Higher,
CUST101908,26,,Female,,900000,82,15,8200,351,,In-store,Higher,
CUST101909,32,,,Bengaluru,675000,10,28,8500,107,,Mobile App,Lower,
CUST101910,57,,,Kolkata,1225000,71,4,6100,250,Bronze,Online,Lower,
CUST101911,42,,Female,Chennai,1725000,50,36,3300,336,Bronze,Website,Higher,
CUST101912,22,,Female,Bengaluru,unknown,44,65,1300,284,Gold,Mobile App,Higher,
CUST101913,28,,,Ahmedabad,750000,14,47,800,198,,In-store,Lower,
CUST101914,51,,,Chennai,1400000,15,,7200,220,Bronze,,Lower,
CUST101915,41,,Male,Mumbai,300000,16,39,3400,151,Platinum,Mobile App,Higher,
CUST101916,32,,Female,Pune,275000,2,38,4100,286,,,Higher,
CUST101917,55,,Male,,725000,30,44,5000,265,Silver,In-store,Higher,
CUST101918,25,,,Mumbai,600000,30,51,1500,220,,,Lower,
CUST101919,22,,Unknown,Hyderabad,350000,82,26,6100,216,Platinum,Website,Lower,
CUST101920,65,,,Kolkata,1025000,31,36,6900,315,Gold,Online,Lower,
CUST101921,43,,Male,Pune,1125000,77,69,5800,156,,Mobile App,Higher,
CUST101922,35,,Female,Delhi,725000,20,1,4300,216,,Mobile App,Higher,
CUST101923,23,,,Chennai,1325000,49,53,5800,335,Gold,,Lower,
CUST101924,54,,Male,Delhi,1700000,35,6,3700,359,Platinum,,Higher,
CUST101925,65,,,Mumbai,1850000,23,37,4000,114,Bronze,Online,Lower,
CUST101926,30,,Male,Bengaluru,1450000,97,2,8300,161,,Mobile App,Higher,
CUST101927,45,,,Bengaluru,1475000,,69,6900,303,,Online,Lower,
CUST101928,22,,Male,Kolkata,1175000,99,41,3600,98,Bronze,,Higher,
CUST101929,30,,,Mumbai,1250000,100,51,7800,157,,,Lower,
CUST101930,34,,Female,,475000,61,47,9000,162,Gold,,Higher,
CUST101931,67,,Male,Pune,850000,84,13,7200,42,Gold,In-store,Higher,
CUST101932,57,,Male,Chennai,275000,55,76,10800,180,Silver,,Higher,
CUST101933,62,,Unknown,Bengaluru,300000,67,69,1300,303,,,Lower,
CUST101934,49,,,Bengaluru,1050000,8,66,11400,330,Gold,,Lower,
CUST101935,46,,Male,Delhi,1450000,40,59,2900,51,Silver,Online,Higher,
CUST101936,68,,Male,Delhi,575000,59,68,5000,252,Bronze,In-store,Higher,
CUST101937,20,,,,1075000,32,59,2600,350,,In-store,Lower,
CUST101938,57,,Male,Hyderabad,1600000,93,10,2000,120,,Mobile App,Higher,
CUST101939,51,,Female,,150000,7,13,2900,75,Gold,,Higher,
CUST101940,57,,Female,Delhi,1825000,2,2,5600,162,Gold,Website,Higher,
CUST101941,44,,Male,Delhi,1225000,85,15,5700,149,Platinum,Mobile App,Higher,
CUST101942,30,,,Pune,1300000,6,46,10700,123,Bronze,Mobile App,Lower,
CUST101943,62,,Unknown,,1000000,92,57,2300,141,Bronze,Mobile App,Lower,
CUST101944,50,,Male,Delhi,1625000,36,10,6100,182,,In-store,Higher,
CUST101945,23,,Female,Chennai,1425000,32,22,11700,277,Silver,Online,Higher,
CUST101946,41,,Male,Pune,325000,45,79,3600,257,Silver,,Higher,
CUST101947,36,,Unknown,Hyderabad,1150000,42,77,9900,325,Platinum,In-store,Lower,
CUST101948,33,,Female,Mumbai,200000,53,8,6000,245,,,Higher,
CUST101949,57,,Unknown,Pune,1850000,9,21,5000,86,Bronze,,Lower,
CUST101950,45,,Female,Mumbai,475000,75,22,5600,71,Silver,Website,Higher,
CUST101951,50,,Male,Bengaluru,775000,87,45,2000,269,Bronze,Mobile App,Higher,
CUST101952,65,,Male,,1875000,75,40,500,180,Bronze,Website,Higher,
CUST101953,58,,Female,Hyderabad,1575000,49,22,2600,279,,Mobile App,Higher,
CUST101954,30,,,,1125000,2,30,300,149,Silver,In-store,Lower,
CUST101955,60,,Female,Hyderabad,1400000,67,62,800,6,Gold,,Higher,
CUST101956,62,,Female,,250000,11,73,2100,148,Gold,Website,Higher,
CUST101957,42,,Female,Pune,unknown,50,45,8800,332,,,Higher,
CUST101958,,,Female,,925000,35,35,11700,168,Silver,In-store,Higher,
CUST101959,59,,Male,Ahmedabad,150000,15,42,4500,9,Platinum,In-store,Higher,
CUST101960,53,,Unknown,Hyderabad,unknown,75,5,1000,178,,,Lower,
CUST101961,44,,,Mumbai,1475000,31,27,7100,284,,Mobile App,Lower,
CUST101962,55,,Female,Hyderabad,400000,92,70,5400,116,Bronze,,Higher,
CUST101963,24,,Female,Bengaluru,1450000,62,62,7500,96,,Mobile App,Higher,
CUST101964,22,,Female,Chennai,325000,28,32,4900,331,,Mobile App,Higher,
CUST101965,60,,,Ahmedabad,750000,96,8,8700,344,,In-store,Lower,
CUST101966,62,,,Kolkata,1125000,25,18,3000,56,Silver,Mobile App,Lower,
CUST101967,68,,Male,Hyderabad,925000,84,78,4800,207,Bronze,Online,Higher,
CUST101968,48,,Female,Delhi,825000,92,15,600,105,,,Higher,
CUST101969,40,,Male,Pune,200000,25,26,9000,35,Gold,,Higher,
CUST101970,59,,Unknown,Pune,1675000,75,53,1000,209,Platinum,,Lower,
CUST101971,27,,Female,,800000,83,44,11800,281,,,Higher,
CUST101972,49,,,,1250000,92,32,6300,355,,Mobile App,Lower,
CUST101973,60,,,Pune,750000,1,28,1900,147,,Mobile App,Lower,
CUST101974,,,Unknown,,1650000,59,39,3600,287,Platinum,Website,Lower,
CUST101975,47,,Male,Ahmedabad,1225000,69,32,2200,81,,,Higher,
CUST101976,56,,,Ahmedabad,1275000,74,77,8200,50,Gold,,Lower,
CUST101977,48,,Female,Mumbai,475000,42,79,7600,87,,,Higher,
CUST101978,35,,Female,Hyderabad,325000,34,18,3600,191,Silver,Mobile App,Higher,
CUST101979,53,,,Kolkata,1325000,100,70,4500,303,Bronze,Online,Lower,
CUST101980,19,,Male,Pune,475000,66,11,1200,1,Gold,Website,Higher,
CUST101981,31,,,Hyderabad,1750000,18,32,9600,138,Platinum,Online,Lower,
CUST101982,30,,Male,Ahmedabad,300000,77,20,3200,136,Platinum,Mobile App,Higher,
CUST101983,46,,,Bengaluru,1350000,5,40,11700,362,Gold,,Lower,
CUST101984,29,,,Pune,1500000,20,8,2700,154,Silver,,Lower,
CUST101985,56,,Female,Hyderabad,450000,66,35,5900,162,,Online,Higher,
CUST101986,19,,Male,Ahmedabad,1950000,75,69,11200,19,Silver,In-store,Higher,
CUST101987,49,,Male,Chennai,1525000,62,78,6500,328,,Mobile App,Higher,
CUST101988,30,,,Ahmedabad,1525000,94,21,10900,243,,,Lower,
CUST101989,63,,,,500000,96,24,10700,129,Platinum,,Lower,
CUST101990,44,,Unknown,Delhi,1550000,32,17,7300,176,,In-store,Lower,
CUST101991,66,,Unknown,,1575000,58,18,4900,280,Gold,,Lower,
CUST101992,58,,Unknown,,1000000,50,12,8600,84,,,Lower,
CUST101993,34,,Male,,525000,38,16,8300,222,Gold,,Higher,
CUST101994,57,,Female,,325000,55,4,500,325,Bronze,In-store,Higher,
CUST101995,48,,Female,Pune,1250000,28,34,11300,145,Platinum,Online,Higher,
CUST101996,51,,Unknown,Chennai,1125000,74,46,4800,106,Silver,Mobile App,Lower,
CUST101997,41,,Female,Chennai,1475000,86,75,10600,325,,In-store,Higher,
CUST101998,62,,,Pune,475000,81,77,3800,11,Silver,In-store,Lower,
CUST101999,52,,Male,Hyderabad,1600000,22,31,2800,166,Silver,,Higher,
CUST102000,65,,Unknown,Pune,1450000,43,25,1200,196,,,Lower,
CUST102001,23,,,Kolkata,800000,83,74,3600,231,Platinum,In-store,Lower,
CUST102002,36,,Female,Kolkata,1300000,81,24,8000,147,,Mobile App,Higher,
CUST102003,47,,Male,,275000,88,65,1000,359,Bronze,Online,Higher,
CUST102004,24,,Male,Ahmedabad,1500000,36,25,5700,238,Silver,,Higher,
CUST102005,27,,Female,Pune,1225000,96,28,9300,13,,Online,Higher,
CUST102006,58,,Unknown,Pune,575000,52,36,1200,219,Silver,Online,Lower,
CUST102007,49,,Male,Hyderabad,525000,36,6,5900,257,Platinum,Mobile App,Higher,
CUST102008,51,,Female,Mumbai,425000,28,66,11600,2,Platinum,,Higher,
CUST102009,45,,Female,,625000,78,67,8100,210,Gold,,Higher,
CUST102010,32,,Female,,1250000,58,72,10300,,Platinum,,Higher,
CUST102011,47,,Male,,1725000,36,48,8800,225,Platinum,Mobile App,Higher,
CUST102012,54,,Female,Ahmedabad,1600000,70,70,4700,194,Silver,,Higher,
CUST102013,46,,,,675000,9,78,5200,196,Bronze,In-store,Lower,
CUST102014,39,,Male,Bengaluru,1300000,21,67,6600,260,Silver,Website,Higher,
CUST102015,21,,Unknown,Mumbai,850000,64,48,9700,57,,Website,Lower,
CUST102016,37,,Unknown,Ahmedabad,1250000,76,65,400,113,Platinum,Website,Lower,
CUST102017,49,,,Kolkata,unknown,61,44,4700,213,Gold,Online,Lower,
CUST102018,53,,Female,Hyderabad,350000,94,63,9700,279,Bronze,,Higher,
CUST102019,67,,Female,,725000,95,46,6400,244,Gold,Mobile App,Higher,
CUST102020,21,,Male,Kolkata,500000,40,19,1600,117,,,Higher,
CUST102021,44,,Unknown,,1025000,56,64,7600,87,Gold,Mobile App,Lower,
CUST102022,34,,,Chennai,450000,4,73,9600,263,Gold,,Lower,
CUST102023,29,,,,1225000,31,71,10200,300,,Online,Lower,
CUST102024,39,,,,1900000,27,50,11300,113,Platinum,In-store,Lower,
CUST102025,34,,Unknown,Delhi,1925000,58,63,10600,164,,Website,Lower,
CUST102026,27,,Female,,,25,41,1700,4,Platinum,Website,Higher,
CUST102027,,,,,1025000,69,7,1600,118,,,Lower,
CUST102028,18,,Female,Hyderabad,1650000,70,9,3300,23,Platinum,Online,Higher,
CUST102029,39,,Male,Mumbai,1125000,5,4,3100,233,Platinum,Website,Higher,
CUST102030,43,,Female,Kolkata,800000,91,49,2900,90,Platinum,,Higher,
CUST102031,35,,Female,,150000,8,76,8700,255,Gold,,Higher,
CUST102032,67,,,,975000,9,6,1100,92,,,Lower,
